,AnimalType,AgeInDays,Breed,Color
8548,Cat,30,Domestic Shorthair Mix,Brown Tabby
8549,Dog,60,American Bulldog Mix,White
8550,Cat,2920,Domestic Shorthair Mix,Black/White
8551,Dog,330,Dogo Argentino Mix,White
8552,Dog,1460,Pit Bull Mix,Tan/White
8553,Cat,730,Domestic Shorthair Mix,Blue/White
8554,Dog,730,Basset Hound Mix,White/Black
8555,Dog,30,Chihuahua Shorthair Mix,White
8556,Cat,120,Domestic Shorthair Mix,Brown Tabby
8557,Cat,150,Domestic Shorthair Mix,Black
8558,Cat,365,Domestic Shorthair Mix,Black/White
8559,Dog,365,Boxer/Redbone Hound,Brown/Red
8560,Cat,730,Domestic Shorthair Mix,Brown Tabby
8561,Cat,4745,Domestic Shorthair Mix,Torbie
8562,Dog,365,Dachshund Mix,Black/Tan
8563,Dog,730,German Shepherd Mix,Black/Brown
8564,Dog,150,Labrador Retriever Mix,Black/White
8565,Dog,60,Pit Bull Mix,White/Tan
8566,Dog,60,German Shepherd Mix,Brown/Black
8567,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
8568,Dog,365,Labrador Retriever/Plott Hound,Brown Brindle
8569,Cat,210,Domestic Shorthair Mix,Calico
8570,Cat,60,Domestic Shorthair Mix,Brown Tabby
8571,Dog,730,Labrador Retriever Mix,White/Tan
8572,Cat,90,Domestic Shorthair Mix,Brown Tabby/White
8573,Dog,365,Chihuahua Longhair Mix,Brown/Black
8574,Dog,365,Belgian Malinois Mix,Brown/White
8575,Cat,365,Domestic Shorthair Mix,Brown Tabby
8576,Dog,2190,English Bulldog,White/Brown Brindle
8577,Cat,1095,Domestic Shorthair Mix,Brown Tabby
8578,Dog,365,Jack Russell Terrier Mix,Brown/White
8579,Cat,90,Domestic Shorthair Mix,Black
8580,Dog,3285,Collie Rough Mix,Brown
8581,Cat,60,Domestic Shorthair Mix,Torbie
8582,Dog,730,Havanese Mix,Brown/Buff
8583,Dog,730,Pit Bull Mix,Red
8584,Cat,4745,Siamese Mix,Lilac Point
8585,Cat,60,Domestic Shorthair Mix,Brown Tabby
8586,Cat,28,Snowshoe Mix,Seal Point
8587,Dog,1825,Chihuahua Shorthair Mix,Brown
8588,Dog,365,Labrador Retriever Mix,Black
8589,Dog,1460,Rottweiler Mix,Chocolate/Tan
8590,Dog,270,Labrador Retriever/Pit Bull,Black/White
8591,Dog,365,Chihuahua Shorthair Mix,White/Brown
8592,Dog,730,Miniature Poodle Mix,White
8593,Dog,120,Pit Bull Mix,Chocolate/White
8594,Dog,1095,Plott Hound Mix,Brown
8595,Cat,30,Domestic Shorthair Mix,Black/White
8596,Cat,1095,Domestic Shorthair Mix,Blue
8597,Dog,1095,Pit Bull/Chinese Sharpei,White/Black
8598,Cat,60,Domestic Shorthair Mix,Torbie/White
8599,Cat,365,Domestic Shorthair Mix,Brown Tabby/White
8600,Cat,60,Domestic Shorthair Mix,Blue Tabby/White
8601,Dog,2920,Chow Chow/Labrador Retriever,Red
8602,Dog,2190,Basset Hound,Tricolor
8603,Cat,7,Domestic Shorthair Mix,Brown Tabby
8604,Dog,730,Pit Bull Mix,Brown/White
8605,Dog,2555,Pit Bull Mix,Black Brindle/White
8606,Dog,1460,Blue Lacy Mix,Blue/White
8607,Dog,365,Chihuahua Shorthair/Boston Terrier,Black/White
8608,Dog,180,Chihuahua Shorthair Mix,Black/White
8609,Cat,60,Domestic Shorthair Mix,Brown Tabby
8610,Cat,90,Domestic Shorthair Mix,Brown Tabby/White
8611,Dog,365,Miniature Schnauzer Mix,Brown/Black
8612,Dog,2190,Chihuahua Shorthair Mix,Buff/White
8613,Dog,90,Labrador Retriever Mix,Yellow
8614,Dog,365,Cairn Terrier Mix,Black/White
8615,Cat,21,Domestic Shorthair Mix,Orange Tabby
8616,Dog,730,Border Collie/Labrador Retriever,Chocolate
8617,Dog,365,Chihuahua Shorthair Mix,Brown
8618,Cat,90,Domestic Shorthair Mix,Brown Tabby
8619,Dog,1095,Labrador Retriever Mix,Red
8620,Cat,60,Domestic Shorthair Mix,Black
8621,Cat,90,Domestic Shorthair Mix,Blue
8622,Cat,150,Domestic Shorthair Mix,Black
8623,Cat,90,Domestic Shorthair Mix,Brown Tabby
8624,Cat,60,Domestic Medium Hair Mix,Black Tabby/White
8625,Cat,730,Domestic Shorthair Mix,Orange Tabby/White
8626,Dog,365,Australian Shepherd Mix,Brown
8627,Dog,180,German Shepherd,Brown/Black
8628,Cat,90,Snowshoe Mix,Lynx Point
8629,Dog,1095,Chihuahua Shorthair Mix,Black/White
8630,Cat,90,Siamese Mix,Lynx Point
8631,Dog,730,Dutch Shepherd Mix,Brown Brindle
8632,Dog,1460,Boxer Mix,Fawn/White
8633,Dog,120,Cairn Terrier Mix,Brown
8634,Cat,120,Domestic Shorthair Mix,Torbie
8635,Cat,60,Domestic Shorthair Mix,Orange Tabby
8636,Dog,210,Siberian Husky/German Shepherd,Sable
8637,Dog,730,Pit Bull Mix,Blue/White
8638,Dog,210,Boxer Mix,White/Black
8639,Cat,30,Domestic Medium Hair Mix,Brown Tabby/White
8640,Dog,3285,Labrador Retriever Mix,Yellow/White
8641,Cat,60,Domestic Shorthair Mix,Orange Tabby/White
8642,Cat,60,Siamese Mix,Tortie Point
8643,Dog,365,Rottweiler Mix,Black/Tan
8644,Cat,14,Domestic Shorthair Mix,Black/White
8645,Dog,300,German Shepherd/Border Collie,Black/White
8646,Dog,1460,Pit Bull Mix,Yellow Brindle/Tan
8647,Dog,730,Chihuahua Shorthair Mix,Brown/Tan
8648,Cat,365,Domestic Shorthair Mix,Orange Tabby
8649,Cat,7,Domestic Shorthair Mix,Brown Tabby
8650,Dog,365,Labrador Retriever/Pit Bull,Chocolate/White
8651,Dog,365,Miniature Poodle Mix,White
8652,Dog,1460,Labrador Retriever/Pointer,Black/White
8653,Dog,2190,Chihuahua Shorthair Mix,Tricolor
8654,Dog,330,Australian Cattle Dog/Rat Terrier,Blue Tick/Tan
8655,Dog,730,Labrador Retriever,White/Tan
8656,Dog,730,Miniature Pinscher Mix,Chocolate/Brown
8657,Dog,365,Labrador Retriever Mix,White
8658,Dog,730,Basset Hound/Labrador Retriever,Brown/White
8659,Dog,270,Chihuahua Shorthair/Miniature Pinscher,Brown
8660,Cat,120,Domestic Shorthair Mix,Orange Tabby
8661,Dog,2190,Dachshund Mix,Red
8662,Dog,1095,Rat Terrier Mix,White/Brown
8663,Dog,1095,Bruss Griffon Mix,White/Brown
8664,Cat,7,Domestic Shorthair Mix,Blue Tabby
8665,Cat,1825,Domestic Shorthair Mix,White
8666,Dog,30,German Shepherd Mix,Tricolor/White
8667,Cat,180,Domestic Longhair Mix,Black Smoke
8668,Cat,120,Domestic Shorthair Mix,Orange Tabby
8669,Dog,365,Bruss Griffon,Tan
8670,Dog,1825,Chihuahua Shorthair/Cairn Terrier,Brown/White
8671,Cat,30,Domestic Shorthair Mix,Tortie/White
8672,Dog,180,Pit Bull/Labrador Retriever,Black/White
8673,Dog,60,Boxer Mix,Brown Brindle/White
8674,Cat,180,Domestic Shorthair Mix,Orange Tabby/White
8675,Dog,330,Labrador Retriever/Border Collie,Chocolate/White
8676,Dog,21,Labrador Retriever Mix,White
8677,Dog,365,Basset Hound Mix,Tricolor
8678,Cat,120,Domestic Shorthair Mix,Black/White
8679,Dog,60,Australian Cattle Dog Mix,Red Tick/Brown Merle
8680,Dog,730,Doberman Pinsch Mix,Blue/Tan
8681,Dog,1460,Chihuahua Shorthair Mix,Buff
8682,Cat,28,Domestic Shorthair Mix,Orange/White
8683,Cat,120,Domestic Shorthair Mix,Blue Cream
8684,Dog,365,Labrador Retriever Mix,Yellow
8685,Cat,14,Domestic Shorthair Mix,Calico
8686,Cat,365,Domestic Medium Hair Mix,Tortie
8687,Cat,90,Domestic Shorthair Mix,Brown Tabby
8688,Dog,730,Labrador Retriever Mix,Buff
8689,Dog,1825,Cocker Spaniel Mix,Tan/White
8690,Cat,90,Domestic Shorthair Mix,Orange Tabby/White
8691,Dog,60,Boxer Mix,Black Brindle
8692,Cat,365,Domestic Shorthair Mix,Tortie
8693,Cat,30,Domestic Shorthair Mix,White/Brown Tabby
8694,Cat,30,Domestic Shorthair Mix,Calico/White
8695,Dog,2,Pit Bull Mix,White/Chocolate
8696,Dog,4745,Miniature Poodle Mix,White
8697,Dog,1095,Chihuahua Shorthair Mix,Black/White
8698,Cat,60,Domestic Shorthair Mix,Orange Tabby
8699,Cat,365,Domestic Shorthair Mix,White
8700,Dog,365,Basset Hound/Pit Bull,White/Brown
8701,Dog,2190,Chihuahua Shorthair Mix,Red
8702,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
8703,Cat,365,Russian Blue Mix,Blue
8704,Dog,150,Labrador Retriever/Pit Bull,Black/White
8705,Dog,365,Chihuahua Shorthair Mix,White/Yellow
8706,Cat,365,Domestic Shorthair Mix,Brown Tabby
8707,Cat,90,Domestic Shorthair Mix,Brown Tabby
8708,Dog,30,Plott Hound Mix,Black/Brown Brindle
8709,Dog,2,Pit Bull Mix,White/Blue
8710,Dog,60,Border Terrier Mix,Tan/White
8711,Cat,300,Domestic Shorthair Mix,Black
8712,Cat,90,Domestic Shorthair Mix,Black/White
8713,Cat,730,Domestic Shorthair Mix,Brown Tabby/White
8714,Dog,1095,Boxer Mix,Yellow Brindle
8715,Dog,270,Pit Bull Mix,Blue/White
8716,Cat,60,Domestic Shorthair Mix,Black/White
8717,Dog,365,Dachshund Longhair/Pembroke Welsh Corgi,Red
8718,Dog,730,Chihuahua Shorthair Mix,Red/White
8719,Dog,1460,Basset Hound Mix,White/Brown
8720,Dog,60,Carolina Dog Mix,Tan/White
8721,Cat,60,Siamese/Domestic Shorthair,Lynx Point/Brown Tabby
8722,Dog,120,Pointer Mix,Black/White
8723,Dog,1095,German Shepherd Mix,Tan/Black
8724,Dog,365,Chihuahua Shorthair Mix,Brown/White
8725,Dog,730,Pit Bull Mix,Black
8726,Cat,60,Domestic Shorthair Mix,White/Orange Tabby
8727,Dog,1095,Border Collie Mix,Black/White
8728,Dog,60,Anatol Shepherd Mix,Tan/Black
8729,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
8730,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
8731,Dog,1095,Shih Tzu,White/Black
8732,Dog,2555,Yorkshire Terrier Mix,Black/Brown
8733,Dog,150,Bull Terrier Miniature,White
8734,Cat,1095,Domestic Shorthair Mix,Calico
8735,Cat,60,Domestic Shorthair Mix,Orange Tabby/White
8736,Dog,730,Chihuahua Shorthair Mix,Tan
8737,Cat,365,Domestic Shorthair Mix,Torbie/White
8738,Dog,365,Queensland Heeler Mix,Tan/White
8739,Dog,90,Border Collie/Boxer,Black/White
8740,Dog,21,Australian Kelpie Mix,Black/White
8741,Dog,180,Australian Kelpie Mix,Red/White
8742,Dog,365,Miniature Poodle Mix,Tan
8743,Dog,730,Chihuahua Shorthair,Brown
8744,Cat,330,Domestic Shorthair Mix,Brown Tabby
8745,Dog,90,Australian Shepherd Mix,Tricolor
8746,Dog,60,Australian Kelpie Mix,Chocolate/Tan
8747,Dog,730,Chihuahua Shorthair Mix,Red
8748,Dog,365,Chihuahua Shorthair Mix,Tan
8749,Cat,30,Domestic Shorthair Mix,Orange Tabby
8750,Cat,21,Domestic Shorthair Mix,Brown Tabby/White
8751,Dog,2555,Rottweiler/Labrador Retriever,Black/Tan
8752,Dog,60,Rat Terrier,Tan
8753,Cat,365,Domestic Shorthair Mix,Black/White
8754,Cat,365,Domestic Shorthair Mix,Blue Tabby/White
8755,Dog,365,Queensland Heeler/Pit Bull,White/Tan
8756,Cat,60,Domestic Shorthair Mix,White/Cream
8757,Dog,365,German Shepherd/Pit Bull,Brown Brindle/White
8758,Dog,3285,Anatol Shepherd Mix,White/Tan
8759,Dog,365,American Staffordshire Terrier Mix,Tan/Black
8760,Dog,30,Australian Cattle Dog Mix,White/Chocolate
8761,Dog,1825,Pit Bull Mix,White/Brown
8762,Dog,1095,Chihuahua Shorthair/Wire Hair Fox Terrier,White/Brown
8763,Dog,1460,Chihuahua Shorthair Mix,Black/Brown
8764,Cat,21,Domestic Shorthair Mix,Brown Tabby
8765,Dog,4380,Pit Bull Mix,Black/White
8766,Cat,120,Domestic Shorthair Mix,Orange Tabby
8767,Cat,90,Domestic Shorthair Mix,Black/Orange
8768,Dog,1460,Pit Bull Mix,Brown Brindle
8769,Cat,365,Domestic Shorthair Mix,Black
8770,Dog,365,Pit Bull Mix,Blue/White
8771,Cat,30,Snowshoe Mix,Seal Point/White
8772,Dog,1460,Australian Cattle Dog Mix,Blue Merle/Tan
8773,Dog,90,Dachshund,Brown Brindle
8774,Dog,2190,Chow Chow Mix,Red/White
8775,Dog,365,Miniature Poodle/Maltese,Cream
8776,Dog,365,American Bulldog Mix,White/Brown Brindle
8777,Dog,2190,Standard Poodle,Chocolate
8778,Cat,3,Domestic Shorthair Mix,Brown Tabby
8779,Dog,330,Golden Retriever Mix,Red
8780,Dog,1095,Collie Smooth/Golden Retriever,Red/White
8781,Cat,210,Domestic Shorthair Mix,Orange Tabby
8782,Cat,4380,Domestic Longhair Mix,Tortie
8783,Dog,3650,Labrador Retriever Mix,Black
8784,Dog,1095,Toy Poodle Mix,Apricot
8785,Cat,28,Domestic Shorthair Mix,Brown Tabby
8786,Cat,21,Domestic Shorthair Mix,Brown Tabby
8787,Cat,60,Domestic Shorthair Mix,Orange Tabby
8788,Cat,3650,Domestic Shorthair Mix,White/Blue
8789,Dog,1460,Border Terrier Mix,Black/White
8790,Cat,1460,Domestic Shorthair Mix,Brown Tabby
8791,Dog,60,Boxer/Black Mouth Cur,Tan/White
8792,Dog,730,American Bulldog,Tricolor
8793,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
8794,Dog,210,Labrador Retriever Mix,Yellow
8795,Dog,730,Pit Bull Mix,Black/White
8796,Cat,7,Domestic Shorthair Mix,Tortie
8797,Dog,365,Boxer,Red/White
8798,Dog,1460,Pit Bull Mix,White/Black
8799,Dog,365,Jack Russell Terrier Mix,White
8800,Cat,730,Domestic Shorthair Mix,Calico
8801,Cat,60,Domestic Shorthair Mix,Black/White
8802,Dog,730,Cairn Terrier Mix,Tan/Brown
8803,Cat,60,Domestic Shorthair Mix,Black
8804,Dog,4015,Dachshund,Brown
8805,Cat,120,Domestic Shorthair Mix,Brown Tabby
8806,Dog,1095,American Staffordshire Terrier/Labrador Retriever,Brown/White
8807,Cat,365,Domestic Shorthair Mix,Blue Cream
8808,Cat,60,Domestic Shorthair Mix,Black/White
8809,Dog,730,Rhod Ridgeback Mix,Brown/White
8810,Cat,2920,Domestic Shorthair Mix,Brown Tabby
8811,Dog,730,American Staffordshire Terrier Mix,Red/White
8812,Cat,365,Domestic Shorthair Mix,Orange Tabby
8813,Dog,330,Boxer Mix,Brown
8814,Cat,30,Domestic Shorthair Mix,Black/White
8815,Cat,4745,Domestic Longhair Mix,Brown Tabby
8816,Dog,1460,Shih Tzu/Havanese,Cream
8817,Cat,730,Domestic Longhair Mix,White/Black
8818,Dog,2920,Chihuahua Shorthair Mix,White/Brown
8819,Cat,1460,Domestic Shorthair Mix,Blue
8820,Dog,1825,Miniature Poodle/Yorkshire Terrier,Black/White
8821,Cat,240,Domestic Shorthair Mix,Brown Tabby
8822,Cat,21,Domestic Shorthair Mix,Brown Tabby/White
8823,Dog,730,German Shepherd Mix,Black/Tan
8824,Cat,730,Domestic Shorthair Mix,Black/White
8825,Cat,21,Domestic Shorthair Mix,Torbie/Brown
8826,Dog,365,Pbgv Mix,Black
8827,Cat,60,Domestic Shorthair Mix,Brown Tabby
8828,Cat,60,Domestic Shorthair Mix,Black
8829,Cat,14,Domestic Shorthair Mix,Tortie
8830,Cat,2,Domestic Shorthair Mix,Brown Tabby/White
8831,Dog,60,Labrador Retriever/Pit Bull,Tan
8832,Dog,1095,Doberman Pinsch Mix,Liver/Buff
8833,Dog,730,Wire Hair Fox Terrier,White/Brown
8834,Cat,365,Domestic Shorthair Mix,Blue Tabby/White
8835,Cat,120,Domestic Shorthair Mix,Black/White
8836,Cat,28,Siamese Mix,Lynx Point
8837,Dog,3650,Miniature Poodle/Pomeranian,Black
8838,Dog,3650,Labrador Retriever Mix,Brown
8839,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
8840,Dog,365,Dachshund Mix,Brown
8841,Cat,30,Domestic Shorthair Mix,Blue/White
8842,Dog,1825,Australian Cattle Dog Mix,White/Brown Brindle
8843,Dog,730,Labrador Retriever Mix,Black/White
8844,Cat,365,Domestic Longhair,White/Black
8845,Cat,28,Domestic Shorthair Mix,Calico
8846,Cat,365,Domestic Shorthair Mix,Tortie
8847,Dog,730,Chihuahua Shorthair Mix,Brown/White
8848,Cat,730,Domestic Shorthair Mix,Torbie
8849,Dog,120,Chihuahua Shorthair Mix,Buff/Black
8850,Cat,30,Domestic Shorthair Mix,Brown Tabby
8851,Dog,1825,Pit Bull Mix,Blue/White
8852,Dog,2190,Pit Bull Mix,Brown Brindle/White
8853,Dog,365,Flat Coat Retriever Mix,Black
8854,Dog,1460,Labrador Retriever Mix,Tan
8855,Cat,30,Domestic Shorthair Mix,Black Tabby
8856,Dog,1095,Weimaraner,Silver
8857,Dog,150,Chihuahua Shorthair Mix,Black
8858,Cat,90,Domestic Shorthair Mix,Black/White
8859,Cat,90,Domestic Shorthair Mix,Tortie
8860,Cat,21,Domestic Shorthair Mix,Brown Tabby/White
8861,Dog,60,Miniature Schnauzer Mix,White/Black
8862,Dog,730,Jack Russell Terrier Mix,Tricolor
8863,Dog,330,Bullmastiff Mix,Black Brindle
8864,Dog,1095,Pit Bull Mix,Red/White
8865,Cat,14,Siamese Mix,Flame Point
8866,Dog,2190,Pit Bull Mix,Black/White
8867,Dog,365,Pit Bull Mix,Brown/White
8868,Dog,365,Pit Bull Mix,Tan/White
8869,Cat,30,Domestic Shorthair Mix,Torbie
8870,Cat,7,Domestic Shorthair Mix,Brown Tabby
8871,Dog,30,German Shepherd Mix,Black/Tan
8872,Dog,730,Miniature Schnauzer Mix,Gray/White
8873,Cat,30,Domestic Shorthair Mix,Torbie
8874,Cat,730,Domestic Shorthair Mix,Tortie
8875,Cat,6,Domestic Shorthair Mix,Black/White
8876,Dog,90,Pointer Mix,Brown/White
8877,Dog,1095,Border Collie Mix,Black/White
8878,Cat,90,Domestic Shorthair Mix,Orange Tabby
8879,Dog,365,Chihuahua Shorthair Mix,Tricolor
8880,Dog,1095,Labrador Retriever Mix,Chocolate/White
8881,Dog,1460,Chihuahua Shorthair Mix,Buff
8882,Dog,1095,German Shepherd,Tan/Black
8883,Dog,4745,Dachshund,Brown
8884,Dog,330,Pit Bull Mix,Brown/White
8885,Dog,730,Shiba Inu Mix,Red
8886,Dog,730,Anatol Shepherd Mix,Tan/Black
8887,Cat,150,Domestic Shorthair Mix,White/Black
8888,Dog,730,Pit Bull Mix,Blue/White
8889,Dog,365,Pit Bull/German Shepherd,Brown/White
8890,Cat,365,Domestic Longhair Mix,Blue/White
8891,Cat,60,Domestic Shorthair Mix,Orange Tabby/White
8892,Dog,90,Australian Cattle Dog Mix,Blue Merle
8893,Cat,90,Domestic Shorthair Mix,Brown Tabby/White
8894,Dog,3285,Dachshund Mix,Tricolor/Tan
8895,Cat,60,Domestic Shorthair Mix,Black
8896,Dog,730,Boxer Mix,White/Tricolor
8897,Dog,1095,Pit Bull Mix,White/Brown
8898,Dog,4380,Pug/Labrador Retriever,Brown
8899,Cat,28,Domestic Shorthair Mix,Orange Tabby/White
8900,Cat,3,Domestic Shorthair Mix,Torbie
8901,Dog,365,Border Collie/Whippet,Black/White
8902,Dog,4745,Chow Chow/Golden Retriever,Red
8903,Cat,60,Domestic Longhair Mix,Orange Tabby
8904,Dog,730,Pit Bull/Australian Cattle Dog,White/Blue
8905,Dog,365,Labrador Retriever/Pit Bull,Black/White
8906,Dog,1825,Basset Hound Mix,White/Brown
8907,Cat,2920,Domestic Shorthair Mix,White
8908,Dog,730,Pit Bull Mix,Tan/White
8909,Dog,1095,Dachshund Mix,Blue Merle
8910,Cat,730,Domestic Shorthair Mix,Black
8911,Dog,730,Dachshund/Chihuahua Shorthair,White/Tan
8912,Dog,1460,Chihuahua Shorthair Mix,White
8913,Cat,60,Domestic Shorthair Mix,Torbie
8914,Dog,2920,Pomeranian Mix,Tan/White
8915,Cat,365,Domestic Medium Hair Mix,Blue Tabby
8916,Cat,1095,Domestic Shorthair Mix,Brown Tabby
8917,Dog,30,Irish Setter/Pit Bull,Brown/Black
8918,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
8919,Dog,365,Pit Bull Mix,Blue/White
8920,Cat,120,Domestic Shorthair,White/Blue
8921,Dog,60,Australian Cattle Dog Mix,White/Brown
8922,Dog,730,Jack Russell Terrier/Basset Hound,White/Orange
8923,Dog,1095,Chihuahua Longhair Mix,Black/Tan
8924,Dog,210,Miniature Poodle Mix,White
8925,Dog,28,Chihuahua Shorthair Mix,Buff
8926,Cat,30,Domestic Medium Hair Mix,Orange Tabby
8927,Dog,1095,Pug Mix,Buff
8928,Dog,365,Chihuahua Shorthair Mix,Chocolate/White
8929,Dog,1095,Chihuahua Shorthair Mix,Black/White
8930,Dog,210,Chihuahua Shorthair Mix,Black/White
8931,Dog,60,Border Terrier/Chihuahua Shorthair,Black/White
8932,Dog,60,Boxer Mix,Brown/Black
8933,Dog,365,Australian Kelpie Mix,Red
8934,Cat,21,Domestic Shorthair Mix,Cream Tabby/White
8935,Cat,1460,Siamese Mix,Flame Point
8936,Cat,365,Domestic Shorthair Mix,White/Blue
8937,Dog,730,Chihuahua Shorthair Mix,Tan
8938,Cat,120,Domestic Shorthair Mix,Blue/White
8939,Cat,5,Siamese Mix,White
8940,Dog,120,Pit Bull Mix,Fawn/White
8941,Dog,2555,Shiba Inu Mix,Black/Tan
8942,Dog,7,Labrador Retriever Mix,White
8943,Cat,60,Domestic Shorthair Mix,White/Black
8944,Dog,4015,Pembroke Welsh Corgi Mix,Gold/White
8945,Dog,730,Chihuahua Shorthair Mix,Tan
8946,Dog,7,Chihuahua Shorthair Mix,Tan
8947,Cat,2555,Domestic Longhair Mix,Orange Tabby/White
8948,Dog,3285,Pomeranian/Schipperke,Black/White
8949,Cat,60,Domestic Shorthair Mix,Torbie
8950,Dog,1460,Chihuahua Shorthair Mix,Red
8951,Dog,1095,Chihuahua Shorthair,Brown
8952,Cat,90,Domestic Shorthair Mix,Tortie
8953,Cat,60,Domestic Shorthair Mix,Blue/White
8954,Cat,180,Domestic Shorthair Mix,Brown Tabby
8955,Dog,730,Pit Bull Mix,Brown Brindle/White
8956,Cat,60,Domestic Shorthair Mix,Brown Tabby
8957,Dog,1095,American Bulldog Mix,White
8958,Dog,1095,Border Collie Mix,White/Black
8959,Dog,365,Miniature Poodle Mix,Apricot
8960,Dog,90,German Shepherd Mix,Brown
8961,Cat,60,Domestic Shorthair Mix,Orange Tabby
8962,Cat,365,Domestic Shorthair Mix,Black/White
8963,Dog,150,Australian Cattle Dog/Boxer,White/Tan
8964,Cat,1460,Domestic Shorthair Mix,Brown Tabby/White
8965,Dog,1460,Bulldog Mix,White
8966,Dog,1095,Anatol Shepherd/Australian Cattle Dog,Tricolor
8967,Cat,1095,Domestic Shorthair Mix,Blue Tabby
8968,Cat,60,Domestic Shorthair Mix,Black
8969,Dog,60,Great Pyrenees Mix,White
8970,Dog,300,Pit Bull Mix,Chocolate/White
8971,Cat,330,Domestic Shorthair Mix,Tortie
8972,Cat,730,Domestic Shorthair Mix,Brown Tabby
8973,Dog,1095,Chow Chow Mix,Tan
8974,Dog,1460,Chihuahua Shorthair Mix,Brown
8975,Dog,1095,Cocker Spaniel,Red
8976,Dog,365,Catahoula Mix,Brown Brindle/White
8977,Dog,365,Australian Cattle Dog/Collie Rough,Red/White
8978,Dog,90,Miniature Schnauzer Mix,Black
8979,Dog,730,Pit Bull Mix,Black/White
8980,Cat,7,Domestic Shorthair Mix,Black Tabby
8981,Dog,2190,Pit Bull/Labrador Retriever,Tan/White
8982,Dog,60,Bull Terrier Mix,Fawn
8983,Cat,1095,Domestic Shorthair Mix,Torbie
8984,Cat,3285,Maine Coon Mix,Cream Tabby/White
8985,Cat,90,Domestic Shorthair Mix,Black
8986,Dog,240,Labrador Retriever Mix,Black/White
8987,Cat,7,Domestic Shorthair Mix,Black
8988,Cat,30,Domestic Shorthair Mix,Cream Tabby
8989,Cat,1460,Domestic Shorthair,Black
8990,Dog,330,Pit Bull Mix,Brown/White
8991,Cat,90,Domestic Shorthair Mix,Tortie
8992,Dog,730,Dogo Argentino Mix,White/Black
8993,Dog,120,Australian Shepherd/Dachshund,Chocolate/Tan
8994,Dog,365,Labrador Retriever Mix,Yellow
8995,Dog,2555,Jack Russell Terrier Mix,White/Black
8996,Cat,60,Domestic Shorthair Mix,Blue Tabby
8997,Cat,180,Domestic Shorthair Mix,Brown Tabby/White
8998,Dog,2920,Chihuahua Shorthair Mix,Black/Tan
8999,Dog,365,Dachshund Mix,Black/Tan
9000,Dog,180,Labrador Retriever Mix,Chocolate
9001,Dog,2555,Shiba Inu,Red/White
9002,Cat,60,Domestic Shorthair Mix,Black/White
9003,Dog,120,Boston Terrier Mix,Black/Brown Brindle
9004,Dog,180,Border Collie Mix,Black/White
9005,Cat,30,Domestic Shorthair Mix,Black
9006,Cat,365,Domestic Shorthair Mix,Torbie
9007,Cat,365,Domestic Shorthair Mix,Blue Tabby
9008,Cat,120,Domestic Shorthair Mix,Black
9009,Dog,2190,Labrador Retriever Mix,Brown/White
9010,Dog,60,Black Mouth Cur Mix,Red
9011,Dog,5110,Chihuahua Shorthair Mix,Buff
9012,Cat,60,Domestic Shorthair Mix,Gray Tabby/White
9013,Dog,60,Labrador Retriever Mix,Tan/White
9014,Cat,365,Domestic Shorthair Mix,Brown Tabby/White
9015,Dog,60,Labrador Retriever/Pit Bull,Tricolor
9016,Cat,60,Domestic Shorthair Mix,Black/White
9017,Cat,21,Domestic Shorthair Mix,Brown Tabby/White
9018,Cat,60,Domestic Shorthair Mix,Torbie
9019,Dog,60,Doberman Pinsch Mix,Tricolor
9020,Cat,21,Domestic Shorthair Mix,Blue
9021,Dog,2190,Chihuahua Shorthair Mix,Brown
9022,Dog,730,Pit Bull,Brown Brindle/White
9023,Dog,730,Pembroke Welsh Corgi Mix,Black/Tricolor
9024,Dog,3650,Beagle Mix,Tricolor
9025,Cat,730,Siamese Mix,Tortie Point
9026,Cat,3650,Domestic Shorthair Mix,Cream Tabby/White
9027,Cat,14,Domestic Shorthair Mix,Brown Tabby/White
9028,Dog,2190,Labrador Retriever Mix,Red
9029,Dog,90,Chihuahua Shorthair Mix,Tan/Black
9030,Dog,1460,Pit Bull Mix,Black/White
9031,Cat,14,Domestic Shorthair Mix,Brown Tabby
9032,Dog,1095,Labrador Retriever/Border Collie,Black/White
9033,Dog,730,Chihuahua Shorthair/Shih Tzu,Black/White
9034,Dog,730,Collie Smooth Mix,Tricolor
9035,Cat,1095,Domestic Medium Hair Mix,Tortie
9036,Dog,2920,Golden Retriever,Gold
9037,Cat,1825,Domestic Shorthair Mix,Tortie
9038,Dog,730,Pug/Border Terrier,Black/Tan
9039,Dog,365,Pit Bull Mix,Brown Brindle/Black
9040,Dog,1825,Basset Hound Mix,White/Black
9041,Dog,1095,Australian Kelpie/Pit Bull,Black
9042,Dog,1825,Cane Corso,Black Brindle
9043,Cat,1460,Domestic Shorthair Mix,Cream Tabby
